enrollment_id,employee_id,expected_exception_type,expected_severity,expected_business_impact
ENR000035016,EE0009619,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000035040,EE0009625,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000035108,EE0009643,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000035157,EE0009657,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000035173,EE0009661,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000035176,EE0009662,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000035179,EE0009663,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000035198,EE0009670,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000035211,EE0009673,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000035246,EE0009681,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000035281,EE0009688,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000035304,EE0009694,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000035330,EE0009702,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000035376,EE0009714,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000035381,EE0009715,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000035401,EE0009720,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000035403,EE0009721,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000035426,EE0009726,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000035495,EE0009747,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000035505,EE0009752,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000035576,EE0009771,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000035590,EE0009776,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000035625,EE0009785,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000035665,EE0009795,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000035679,EE0009799,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000035689,EE0009803,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000035690,EE0009803,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000035704,EE0009807,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000035709,EE0009809,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000035722,EE0009811,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000035728,EE0009814,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000035734,EE0009815,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000035791,EE0009831,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000035821,EE0009842,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000035825,EE0009843,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000035829,EE0009844,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000035852,EE0009849,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000035860,EE0009850,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000035863,EE0009851,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000035870,EE0009853,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000035924,EE0009870,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000035936,EE0009873,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000035993,EE0009887,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000036056,EE0009904,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000036059,EE0009905,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000036073,EE0009908,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000036092,EE0009915,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000036095,EE0009916,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000036108,EE0009919,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000036142,EE0009928,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000036149,EE0009930,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000036176,EE0009940,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000036177,EE0009940,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000036183,EE0009941,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000036184,EE0009942,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000036199,EE0009945,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000036200,EE0009945,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000036224,EE0009953,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000036259,EE0009963,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000036263,EE0009964,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000036285,EE0009971,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000036293,EE0009974,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000036301,EE0009976,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000036312,EE0009980,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000036370,EE0009995,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000036375,EE0009996,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000036387,EE0009998,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000036393,EE0009999,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
,UNKNOWN000001,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000002,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000003,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000004,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000005,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000006,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000007,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000008,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000009,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000010,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000011,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000012,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000013,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000014,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000015,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000016,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000017,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000018,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000019,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000020,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000021,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000022,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000023,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000024,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000025,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000026,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000027,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000028,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000029,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000030,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000031,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000032,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000033,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000034,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000035,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000036,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000037,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000038,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000039,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000040,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000041,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000042,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000043,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000044,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000045,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000046,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000047,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000048,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000049,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000050,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000051,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000052,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000053,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000054,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000055,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000056,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000057,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000058,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000059,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000060,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000061,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000062,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000063,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000064,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000065,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000066,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000067,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000068,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000069,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000070,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000071,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
,UNKNOWN000072,UNKNOWN_EMPLOYEE,Critical,Eligibility exists for a member absent from the employee population.
